founder_id,founder_age,founder_gender,years_with_startup,founder_role,monthly_revenue_generated,work_life_balance_rating,venture_satisfaction,startup_performance_rating,funding_rounds_led,working_overtime,distance_from_investor_hub,education_background,personal_status,num_dependents,startup_stage,team_size_category,remote_operations,leadership_scope,innovation_support,startup_reputation,founder_visibility,retention_status
23428,52,Male,36,Education,6737.0,Excellent,High,Average,0,No,91,Master’s Degree,Single,3.0,Mid,Medium,No,No,No,Good,Low,Left
55325,21,Male,10,Finance,8922.0,Good,High,Average,1,Yes,44,Master’s Degree,Single,1.0,Entry,Medium,No,No,No,Poor,Low,Left
21114,27,Male,15,Technology,6255.0,Good,High,Average,0,No,13,Master’s Degree,Married,3.0,Mid,Large,No,No,No,Good,High,Left
68081,40,Male,6,Technology,8863.0,Good,High,Average,1,Yes,13,Bachelor’s Degree,Married,0.0,Mid,Small,No,No,No,Excellent,High,Stayed
47729,37,Male,6,Media,7020.0,Fair,High,Average,2,No,33,Master’s Degree,Divorced,0.0,Mid,Small,No,No,No,Good,Medium,Left
13629,48,Male,6,Healthcare,7288.0,Fair,Medium,High,0,Yes,15,PhD,Single,5.0,Mid,Medium,Yes,No,No,Good,Medium,Stayed
2920,47,Male,17,Media,6529.0,Poor,High,Below Average,1,Yes,64,High School,Married,5.0,Mid,Medium,No,No,No,Poor,Low,Stayed
68853,30,Male,2,Media,5787.0,Fair,Medium,Average,1,No,52,Associate Degree,Divorced,1.0,Entry,Medium,No,No,No,Good,Very High,Left
60032,55,Female,28,Education,3479.0,Good,Medium,Average,0,Yes,84,Associate Degree,Divorced,3.0,Entry,Small,No,Yes,No,Good,Medium,Left
70788,19,Female,6,Technology,7844.0,Good,High,Average,0,Yes,78,High School,Married,1.0,Senior,Large,No,No,No,Good,High,Stayed
15953,35,Male,25,Technology,10337.0,Good,High,Below Average,0,Yes,39,Bachelor’s Degree,Married,3.0,Entry,Small,No,No,No,Poor,Low,Left
36802,48,Female,24,Technology,8764.0,Good,Very High,High,1,No,74,Bachelor’s Degree,Married,0.0,Mid,Small,No,No,No,Good,Low,Left
25946,36,Female,17,Healthcare,7992.0,Fair,Medium,High,0,Yes,3,Master’s Degree,Single,0.0,Mid,Large,No,No,No,Good,Medium,Left
13897,54,Male,45,Media,7059.0,Good,Very High,Average,0,Yes,94,PhD,Married,2.0,Mid,Large,No,No,No,Good,High,Stayed
16061,18,Female,4,Technology,6681.0,Fair,Medium,Below Average,0,No,61,Associate Degree,Married,1.0,Entry,Small,Yes,No,No,Fair,Medium,Stayed
22069,30,Female,3,Healthcare,7300.0,Poor,High,Below Average,0,No,16,High School,Single,0.0,Mid,Medium,No,No,Yes,Good,Medium,Left
20146,32,Female,5,Technology,9736.0,Good,High,Average,0,Yes,41,Bachelor’s Degree,Single,1.0,Senior,Medium,No,No,No,Fair,Low,Left
63950,20,Female,10,Technology,5006.0,Good,Medium,Average,0,No,51,Associate Degree,Divorced,0.0,Mid,Large,No,No,No,Good,Low,Left
40728,26,Male,17,Technology,9142.0,Excellent,High,High,1,No,98,Master’s Degree,Married,0.0,Mid,Medium,No,No,No,Good,High,Stayed
30658,29,Male,12,Healthcare,7408.0,Good,High,Average,0,No,16,Bachelor’s Degree,Single,2.0,Mid,Small,No,No,No,Good,Medium,Stayed
65266,38,Female,12,Education,4926.0,Excellent,High,Average,0,Yes,96,Associate Degree,Divorced,0.0,Senior,Medium,No,No,No,Good,High,Stayed
33378,54,Male,19,Healthcare,6890.0,Good,Medium,Average,2,No,71,Bachelor’s Degree,Married,0.0,Entry,Small,Yes,No,No,Good,Medium,Stayed
3542,51,Male,12,Media,5629.0,Good,High,Average,0,No,49,Bachelor’s Degree,Married,1.0,Mid,Small,No,No,No,Fair,High,Left
70577,42,Male,23,Education,3655.0,Good,High,Average,1,No,68,Associate Degree,Married,1.0,Mid,Small,No,No,Yes,Poor,High,Left
3241,34,Male,24,Finance,3248.0,Good,High,Average,0,Yes,47,High School,Married,1.0,Entry,Large,No,No,Yes,Good,Medium,Stayed
40332,20,Female,11,Education,3841.0,Good,High,Average,1,Yes,14,Master’s Degree,Divorced,5.0,Entry,Medium,Yes,No,No,Good,Low,Stayed
20030,39,Female,12,Finance,6318.0,Good,High,Below Average,3,No,39,Master’s Degree,Single,3.0,Mid,Medium,No,No,No,Good,Low,Stayed
61102,23,Male,8,Education,4008.0,Good,Medium,Average,0,No,23,Bachelor’s Degree,Married,0.0,Entry,Medium,No,No,No,Poor,Low,Left
6662,46,Female,3,Technology,9067.0,Good,High,Average,0,No,97,Associate Degree,Single,1.0,Entry,Large,No,No,No,Excellent,Low,Left
14094,57,Female,29,Technology,10255.0,Good,Very High,High,0,Yes,25,High School,Married,0.0,Senior,Medium,No,No,No,Good,High,Left
52307,57,Male,13,Education,5228.0,Fair,High,Average,0,No,27,Master’s Degree,Married,0.0,Mid,Medium,No,No,No,Good,High,Stayed
14744,28,Female,17,Technology,10486.0,Good,Very High,Average,1,No,23,Master’s Degree,Single,3.0,Entry,Small,Yes,No,Yes,Good,Very High,Left
28266,49,Male,20,Media,6069.0,Good,High,Average,2,No,49,Bachelor’s Degree,Single,1.0,Mid,Medium,Yes,No,No,Good,Low,Stayed
38261,59,Male,3,Technology,8819.0,Good,High,Average,0,No,17,High School,Married,3.0,Mid,Small,No,No,No,Excellent,Medium,Left
3015,26,Male,12,Healthcare,6136.0,Good,Medium,High,0,No,57,High School,Married,5.0,Entry,Large,No,No,No,Excellent,Medium,Stayed
27806,35,Male,23,Healthcare,9420.0,Good,High,Below Average,2,No,85,Associate Degree,Married,1.0,Mid,Medium,Yes,No,No,Fair,Medium,Left
49188,32,Male,22,Media,6003.0,Good,High,High,1,No,83,Associate Degree,Divorced,0.0,Mid,Medium,No,No,No,Good,Medium,Stayed
58502,51,Female,11,Healthcare,8725.0,Good,High,High,1,No,43,High School,Married,0.0,Mid,Large,No,No,Yes,Poor,High,Left
52751,50,Female,17,Finance,7941.0,Good,Very High,High,3,Yes,95,Bachelor’s Degree,Single,0.0,Entry,Medium,No,No,No,Good,Medium,Stayed
11035,18,Male,3,Technology,11975.0,Good,High,Average,1,No,55,Associate Degree,Married,2.0,Senior,Small,No,No,No,Good,High,Stayed
47223,46,Male,31,Education,5053.0,Good,High,Average,0,Yes,61,Master’s Degree,Married,1.0,Mid,Medium,No,No,No,Poor,High,Stayed
67249,46,Male,29,Finance,4741.0,Good,High,Below Average,2,Yes,83,Bachelor’s Degree,Single,0.0,Entry,Large,No,No,No,Poor,Low,Left
53618,23,Male,7,Technology,6865.0,Fair,High,Low,0,No,63,Master’s Degree,Single,4.0,Entry,Medium,Yes,No,Yes,Good,High,Stayed
42106,46,Male,27,Technology,9611.0,Poor,Medium,Average,1,Yes,37,High School,Married,1.0,Entry,Medium,No,No,No,Poor,Low,Stayed
63103,29,Female,11,Education,4242.0,Good,High,High,0,No,28,Bachelor’s Degree,Married,1.0,Entry,Small,No,No,Yes,Excellent,Medium,Stayed
72482,28,Female,5,Finance,6353.0,Good,High,Average,0,Yes,10,Bachelor’s Degree,Married,0.0,Mid,Large,No,No,No,Excellent,Low,Left
41,31,Female,1,Technology,9684.0,Good,High,Average,0,Yes,80,High School,Divorced,1.0,Entry,Large,No,No,No,Good,Low,Left
28222,52,Female,38,Healthcare,9095.0,Good,High,High,0,No,7,Bachelor’s Degree,Single,0.0,Entry,Large,No,No,No,Excellent,High,Left
6853,53,Male,17,Healthcare,6992.0,Good,High,High,0,No,1,Master’s Degree,Married,4.0,Senior,Large,Yes,No,No,Poor,High,Stayed
71494,40,Male,6,Media,6484.0,Excellent,High,High,2,Yes,81,High School,Single,0.0,Entry,Medium,No,No,Yes,Poor,Low,Left
19745,41,Female,11,Technology,7995.0,Good,High,Average,1,No,59,High School,Single,3.0,Entry,Small,No,No,No,Excellent,Medium,Left
46517,54,Male,12,Technology,10671.0,Good,High,Average,1,No,56,Bachelor’s Degree,Married,1.0,Entry,Small,No,No,No,Good,Low,Left
39498,47,Female,30,Healthcare,9949.0,Good,Medium,Average,0,No,12,Bachelor’s Degree,Divorced,0.0,Mid,Medium,No,No,Yes,Good,Very High,Stayed
55980,41,Male,19,Healthcare,7257.0,Good,High,Average,0,Yes,17,High School,Married,1.0,Senior,Medium,No,No,Yes,Good,High,Stayed
63423,27,Male,10,Technology,7300.0,Good,High,High,1,Yes,95,High School,Married,1.0,Entry,Medium,No,No,No,Excellent,High,Left
72859,46,Female,5,Technology,7358.0,Good,High,Below Average,0,No,68,Bachelor’s Degree,Married,1.0,Mid,Medium,No,No,No,Fair,High,Stayed
5017,54,Female,17,Technology,9259.0,Good,High,Average,2,No,42,Associate Degree,Married,1.0,Mid,Small,No,No,No,Fair,Medium,Stayed
29556,53,Male,25,Media,5614.0,Good,High,High,1,Yes,99,Master’s Degree,Single,6.0,Mid,Medium,No,No,No,Good,Medium,Stayed
46093,23,Male,5,Education,4144.0,Fair,High,Average,0,No,77,High School,Married,2.0,Mid,Medium,No,No,No,Good,Medium,Left
27663,31,Male,18,Education,5518.0,Good,High,Average,0,No,44,Bachelor’s Degree,Single,1.0,Entry,Medium,No,No,No,Good,High,Left
27336,53,Male,32,Finance,7358.0,Good,High,Below Average,1,Yes,25,Bachelor’s Degree,Married,1.0,Entry,Medium,No,No,Yes,Poor,Medium,Stayed
44487,22,Male,13,Technology,8625.0,Good,High,Average,1,No,53,Bachelor’s Degree,Married,1.0,Entry,Medium,No,No,No,Good,High,Stayed
21025,21,Male,13,Media,6707.0,Excellent,High,Average,0,No,55,High School,Married,1.0,Mid,Small,No,No,No,Good,Low,Stayed
21369,47,Male,1,Healthcare,6938.0,Good,High,Average,0,No,43,Associate Degree,Single,1.0,Entry,Medium,No,No,No,Fair,Medium,Left
73534,59,Female,39,Finance,10910.0,Good,High,Average,1,No,38,Bachelor’s Degree,Single,1.0,Entry,Medium,No,No,No,Good,Low,Stayed
47970,22,Male,14,Finance,9546.0,Good,High,Low,1,No,35,Master’s Degree,Married,1.0,Mid,Medium,No,No,No,Good,Low,Stayed
68316,22,Male,11,Technology,9740.0,Fair,High,Low,2,Yes,29,Bachelor’s Degree,Divorced,5.0,Mid,Medium,No,No,No,Good,Medium,Stayed
43351,48,Female,31,Education,5010.0,Good,High,Average,2,No,37,Master’s Degree,Married,0.0,Mid,Small,No,No,No,Good,Low,Stayed
49475,38,Female,14,Healthcare,9015.0,Poor,Very High,Average,0,Yes,27,Bachelor’s Degree,Married,4.0,Senior,Medium,No,No,Yes,Fair,Medium,Stayed
8094,29,Female,19,Finance,6225.0,Good,Medium,Average,0,No,30,High School,Married,0.0,Senior,Large,No,Yes,No,Good,Medium,Stayed
40135,20,Female,11,Education,5348.0,Fair,High,Average,4,Yes,9,Associate Degree,Single,0.0,Mid,Medium,Yes,No,No,Poor,High,Stayed
33276,32,Female,9,Technology,12674.0,Good,High,Average,0,Yes,67,Master’s Degree,Single,2.0,Mid,Medium,No,No,No,Good,High,Left
15380,38,Male,21,Healthcare,7992.0,Poor,Medium,Average,2,No,57,Bachelor’s Degree,Married,2.0,Mid,Small,No,Yes,No,Poor,Low,Left
28007,53,Male,19,Media,6350.0,Good,Very High,High,0,No,87,Bachelor’s Degree,Divorced,5.0,Mid,Medium,Yes,No,No,Excellent,Low,Stayed
60153,32,Female,14,Technology,7142.0,Fair,High,Average,1,Yes,56,Bachelor’s Degree,Single,4.0,Senior,Small,No,No,No,Good,Low,Stayed
62663,31,Male,7,Technology,10513.0,Good,High,High,0,Yes,81,Associate Degree,Married,0.0,Mid,Small,Yes,No,No,Good,High,Stayed
43083,35,Female,5,Education,5283.0,Excellent,High,Below Average,2,No,31,Master’s Degree,Divorced,0.0,Entry,Small,No,No,No,Poor,High,Stayed
2463,32,Male,21,Healthcare,6897.0,Good,Medium,Average,0,No,90,Bachelor’s Degree,Single,1.0,Senior,Medium,No,No,No,Good,Medium,Stayed
56466,54,Male,31,Media,4961.0,Good,Very High,Average,0,Yes,51,Master’s Degree,Single,2.0,Entry,Large,No,No,No,Fair,Medium,Left
22005,47,Male,7,Healthcare,7269.0,Good,High,Below Average,0,No,67,Associate Degree,Married,1.0,Entry,Small,Yes,No,No,Fair,Medium,Stayed
74188,52,Male,40,Education,4694.0,Good,High,Average,0,Yes,33,High School,Married,5.0,Mid,Large,No,No,No,Fair,High,Stayed
45574,30,Female,14,Finance,6578.0,Fair,High,Average,0,No,96,Associate Degree,Married,5.0,Entry,Medium,Yes,No,No,Good,High,Stayed
44786,54,Female,44,Finance,11283.0,Good,High,Below Average,0,No,63,Bachelor’s Degree,Divorced,1.0,Mid,Small,No,No,No,Excellent,High,Left
9486,45,Male,8,Media,6193.0,Good,High,Average,0,Yes,95,High School,Divorced,1.0,Mid,Medium,No,No,No,Fair,High,Stayed
46912,42,Male,9,Finance,9438.0,Good,High,Low,0,No,26,Bachelor’s Degree,Divorced,1.0,Mid,Medium,No,No,No,Good,Low,Stayed
34013,41,Male,7,Education,6617.0,Excellent,Very High,Average,0,Yes,55,Master’s Degree,Divorced,2.0,Mid,Medium,No,No,No,Good,Medium,Left
33937,23,Male,5,Finance,8729.0,Good,High,High,1,No,25,High School,Divorced,0.0,Entry,Medium,No,No,No,Good,Medium,Left
72117,42,Female,10,Healthcare,9538.0,Good,Low,Below Average,2,No,22,Associate Degree,Divorced,2.0,Senior,Medium,No,No,No,Good,Low,Stayed
34914,28,Female,13,Technology,11936.0,Good,High,Average,2,Yes,29,PhD,Divorced,3.0,Senior,Large,No,No,Yes,Excellent,Low,Stayed
70235,55,Female,21,Education,3490.0,Good,High,High,2,Yes,62,High School,Married,0.0,Mid,Medium,No,No,No,Good,Low,Stayed
21266,51,Male,7,Education,4790.0,Fair,High,Average,0,No,86,Bachelor’s Degree,Married,0.0,Entry,Medium,No,No,No,Excellent,Very High,Stayed
27897,36,Female,13,Technology,9208.0,Good,High,Average,1,Yes,25,Associate Degree,Divorced,1.0,Mid,Medium,No,No,No,Poor,Very High,Stayed
45944,19,Female,5,Healthcare,7358.0,Good,High,Low,1,Yes,82,High School,Divorced,1.0,Entry,Medium,No,No,No,Excellent,Medium,Left
57735,50,Female,41,Media,6498.0,Poor,Very High,Average,1,No,59,High School,Married,2.0,Entry,Large,No,No,No,Poor,Low,Left
30099,35,Male,8,Technology,7604.0,Good,High,Average,0,No,22,Associate Degree,Married,2.0,Mid,Small,No,No,No,Excellent,Low,Left
63570,48,Male,32,Media,6055.0,Fair,Very High,High,2,No,2,PhD,Married,2.0,Senior,Large,No,No,No,Good,High,Stayed
73022,20,Female,9,Education,4179.0,Fair,High,Average,1,No,98,Associate Degree,Married,0.0,Entry,Medium,No,No,No,Good,Low,Left
552,30,Male,18,Finance,8187.0,Good,Very High,Below Average,0,No,95,PhD,Single,5.0,Entry,Medium,No,No,Yes,Good,Low,Left
1938,52,Female,28,Healthcare,8747.0,Good,Medium,High,2,No,51,Bachelor’s Degree,Single,2.0,Mid,Medium,No,No,No,Good,High,Left
72132,38,Male,16,Technology,11073.0,Excellent,Very High,Below Average,0,No,43,Associate Degree,Divorced,0.0,Mid,Small,No,No,No,Good,Medium,Stayed
18663,42,Male,14,Media,5074.0,Good,High,Average,0,No,10,Master’s Degree,Divorced,0.0,Senior,Medium,No,Yes,No,Good,Low,Stayed
50176,49,Female,23,Technology,7385.0,Good,High,Average,2,No,26,Bachelor’s Degree,Married,4.0,Senior,Medium,No,No,No,Fair,Medium,Stayed
38098,34,Male,16,Media,6182.0,Excellent,High,Average,0,No,21,Associate Degree,Married,1.0,Entry,Small,No,No,No,Good,Medium,Stayed
64884,45,Male,23,Technology,8515.0,Good,High,Below Average,1,No,53,Bachelor’s Degree,Divorced,0.0,Mid,Large,No,No,No,Fair,Low,Left
47734,52,Female,22,Education,3886.0,Poor,High,High,0,No,43,High School,Married,0.0,Mid,Medium,No,No,Yes,Poor,Low,Left
23503,31,Female,18,Media,5599.0,Good,High,Average,2,No,44,Bachelor’s Degree,Single,2.0,Mid,Medium,Yes,No,No,Good,High,Stayed
73112,22,Female,9,Media,5314.0,Good,Very High,Average,2,No,93,Associate Degree,Divorced,1.0,Senior,Medium,No,No,Yes,Good,Low,Stayed
73665,22,Female,11,Healthcare,9607.0,Good,Medium,High,0,No,62,Associate Degree,Divorced,2.0,Entry,Medium,No,No,No,Fair,High,Left
112,44,Male,32,Media,6682.0,Good,High,High,1,Yes,39,High School,Divorced,1.0,Entry,Large,No,No,No,Good,High,Stayed
27463,55,Female,47,Technology,10622.0,Good,Medium,High,0,No,16,High School,Married,4.0,Entry,Large,No,No,No,Good,Medium,Left
25342,57,Female,25,Finance,7358.0,Good,High,Low,1,Yes,45,Master’s Degree,Single,1.0,Mid,Medium,No,No,No,Good,High,Left
65471,27,Female,13,Education,3558.0,Good,Very High,Average,2,No,85,High School,Divorced,1.0,Senior,Small,Yes,No,No,Good,High,Stayed
34707,48,Male,12,Technology,7885.0,Fair,Low,Average,3,No,3,High School,Married,4.0,Entry,Medium,No,Yes,No,Good,High,Stayed
62647,48,Male,30,Healthcare,7648.0,Fair,High,High,0,Yes,80,PhD,Married,0.0,Senior,Small,No,No,Yes,Fair,Low,Stayed
16925,22,Female,9,Healthcare,8398.0,Excellent,Low,Average,0,Yes,57,High School,Divorced,0.0,Entry,Medium,No,No,No,Poor,Medium,Left
28115,38,Male,20,Education,4540.0,Fair,Medium,Average,0,Yes,35,Master’s Degree,Single,2.0,Entry,Medium,No,No,No,Good,Medium,Left
7054,56,Male,9,Media,7358.0,Good,High,Average,0,No,55,Associate Degree,Single,1.0,Entry,Medium,No,No,No,Poor,Low,Left
7671,35,Female,6,Technology,10618.0,Excellent,High,Average,1,Yes,84,Bachelor’s Degree,Single,1.0,Senior,Medium,No,No,No,Good,Very High,Left
9500,47,Female,5,Technology,7824.0,Good,High,Average,1,Yes,60,Associate Degree,Single,3.0,Mid,Small,No,No,No,Poor,Medium,Left
41473,21,Male,9,Media,6362.0,Good,High,Average,0,No,45,Master’s Degree,Married,1.0,Entry,Small,Yes,No,No,Excellent,Low,Left
26385,47,Male,37,Education,4613.0,Good,Medium,Average,0,No,39,Associate Degree,Single,3.0,Mid,Medium,No,No,No,Poor,Low,Stayed
21313,57,Male,7,Education,4783.0,Fair,Medium,High,2,No,75,Master’s Degree,Divorced,2.0,Entry,Large,Yes,No,No,Poor,High,Stayed
50889,50,Male,35,Technology,8468.0,Fair,Very High,High,0,Yes,95,High School,Married,1.0,Entry,Medium,No,No,No,Poor,Low,Left
22472,31,Male,7,Education,4455.0,Fair,High,Low,1,Yes,66,PhD,Married,0.0,Senior,Medium,No,No,No,Poor,Low,Stayed
72884,49,Female,5,Technology,7286.0,Good,High,Average,2,No,78,Associate Degree,Married,1.0,Senior,Small,No,No,No,Fair,Medium,Stayed
48381,53,Female,35,Technology,10087.0,Good,High,Low,3,No,22,Master’s Degree,Single,1.0,Entry,Medium,No,No,No,Fair,High,Left
7667,23,Male,5,Media,6214.0,Fair,High,Average,2,No,79,Associate Degree,Divorced,3.0,Senior,Medium,No,Yes,Yes,Fair,Medium,Stayed
48090,18,Female,8,Healthcare,8468.0,Good,High,Below Average,0,No,39,Bachelor’s Degree,Married,2.0,Mid,Medium,No,No,No,Poor,Medium,Stayed
64486,21,Male,12,Media,6619.0,Good,High,High,2,No,91,Master’s Degree,Divorced,0.0,Mid,Small,No,No,No,Good,Low,Stayed
51807,20,Male,6,Media,5438.0,Good,High,Average,2,Yes,9,Associate Degree,Married,0.0,Entry,Small,Yes,No,No,Fair,Medium,Stayed
25718,58,Female,19,Healthcare,8603.0,Fair,Medium,Low,1,No,32,Associate Degree,Single,4.0,Senior,Medium,No,No,No,Good,Low,Stayed
26849,41,Male,5,Media,5912.0,Good,High,Average,0,No,3,High School,Married,1.0,Entry,Large,No,No,No,Fair,Low,Left
49543,50,Male,20,Technology,7358.0,Good,High,High,0,No,91,Master’s Degree,Married,1.0,Entry,Medium,Yes,No,Yes,Fair,Medium,Stayed
71683,19,Male,7,Finance,10852.0,Fair,High,Average,1,No,49,Master’s Degree,Married,0.0,Entry,Large,No,No,No,Fair,Low,Stayed
48770,28,Female,12,Education,4545.0,Excellent,Very High,Below Average,2,Yes,38,High School,Married,3.0,Entry,Small,No,No,No,Good,Medium,Left
42656,54,Male,11,Education,7358.0,Good,High,Low,0,No,1,Bachelor’s Degree,Married,1.0,Entry,Medium,Yes,No,No,Poor,High,Left
33149,24,Female,7,Technology,5572.0,Good,High,Average,2,Yes,91,Associate Degree,Single,3.0,Senior,Small,Yes,No,No,Poor,High,Left
60976,43,Male,28,Education,3975.0,Poor,Medium,High,2,No,53,Master’s Degree,Married,3.0,Mid,Medium,No,No,Yes,Good,High,Stayed
19676,26,Male,18,Media,6854.0,Good,Low,Average,0,Yes,22,Master’s Degree,Single,3.0,Entry,Medium,No,No,No,Good,Medium,Left
59506,47,Female,16,Education,3727.0,Fair,Medium,Average,2,Yes,45,Master’s Degree,Married,1.0,Mid,Small,No,No,No,Good,Medium,Stayed
50017,43,Male,5,Healthcare,7791.0,Good,Very High,Average,0,Yes,66,Bachelor’s Degree,Married,1.0,Entry,Large,No,No,No,Poor,Medium,Left
40187,27,Male,2,Education,4850.0,Good,High,Average,1,No,93,Master’s Degree,Married,2.0,Entry,Medium,No,No,No,Poor,Low,Left
53483,40,Female,25,Finance,8086.0,Poor,High,Average,1,Yes,61,Master’s Degree,Married,2.0,Mid,Small,No,Yes,No,Good,Low,Left
19592,43,Male,5,Media,5677.0,Fair,High,Below Average,1,No,34,High School,Married,1.0,Senior,Small,Yes,No,No,Good,Medium,Stayed
43020,55,Male,12,Education,5193.0,Good,Very High,High,0,No,7,Master’s Degree,Married,0.0,Entry,Medium,No,No,No,Poor,Low,Stayed
31703,22,Female,13,Education,4868.0,Fair,High,High,2,No,55,High School,Single,0.0,Senior,Large,No,No,No,Fair,Medium,Left
14377,36,Male,20,Healthcare,9260.0,Good,Very High,Average,0,Yes,32,Bachelor’s Degree,Married,3.0,Mid,Medium,No,No,No,Excellent,Medium,Left
45821,51,Male,23,Education,4107.0,Good,Medium,High,1,No,71,Master’s Degree,Married,5.0,Entry,Medium,No,No,No,Good,Low,Left
10936,29,Female,1,Healthcare,9254.0,Excellent,High,Below Average,3,No,19,Associate Degree,Single,3.0,Entry,Medium,No,No,No,Good,High,Stayed
45780,40,Female,14,Finance,6939.0,Good,High,Below Average,0,Yes,72,Bachelor’s Degree,Married,1.0,Mid,Small,No,No,No,Good,Low,Left
73290,46,Male,27,Education,3923.0,Good,High,Below Average,1,No,98,Bachelor’s Degree,Married,1.0,Mid,Medium,No,No,No,Good,Very High,Stayed
1336,52,Male,41,Technology,8896.0,Good,High,Average,3,No,24,Associate Degree,Single,0.0,Mid,Small,No,No,No,Good,Very High,Stayed
39193,47,Female,19,Technology,9603.0,Good,High,Average,0,No,39,Master’s Degree,Married,3.0,Senior,Small,Yes,No,No,Poor,Low,Stayed
71955,35,Male,1,Finance,7464.0,Good,High,High,1,No,88,Master’s Degree,Divorced,1.0,Mid,Medium,No,No,No,Fair,Low,Stayed
6460,53,Female,17,Finance,7422.0,Good,High,Below Average,1,Yes,18,Bachelor’s Degree,Single,1.0,Senior,Medium,No,No,Yes,Good,High,Left
6009,45,Male,35,Technology,7181.0,Fair,Medium,Below Average,2,Yes,10,Associate Degree,Single,3.0,Senior,Small,No,No,No,Excellent,High,Left
72228,35,Male,3,Media,7019.0,Fair,Medium,Average,2,No,8,Master’s Degree,Married,1.0,Senior,Small,No,No,No,Excellent,Very High,Stayed
58734,42,Female,27,Technology,9914.0,Good,High,Below Average,1,No,23,Master’s Degree,Married,3.0,Entry,Medium,No,No,No,Fair,Medium,Left
64524,33,Male,16,Media,6481.0,Fair,High,Average,2,No,30,Associate Degree,Married,3.0,Mid,Medium,No,No,No,Fair,Medium,Left
62712,32,Male,7,Media,6705.0,Excellent,High,Below Average,0,No,56,High School,Married,0.0,Entry,Large,No,No,No,Fair,Medium,Left
9885,58,Female,8,Finance,7570.0,Fair,High,Below Average,0,Yes,4,Master’s Degree,Married,3.0,Entry,Medium,No,No,No,Good,High,Left
58856,28,Male,17,Education,5773.0,Good,High,Average,0,No,25,Bachelor’s Degree,Single,1.0,Mid,Large,No,No,No,Good,Medium,Left
51557,58,Male,11,Media,6335.0,Fair,High,High,1,Yes,31,Master’s Degree,Married,0.0,Mid,Small,No,No,No,Good,Low,Stayed
52367,52,Male,34,Healthcare,6612.0,Good,High,Below Average,2,No,28,High School,Married,0.0,Senior,Small,No,No,Yes,Fair,Low,Stayed
58710,55,Female,31,Media,6827.0,Good,Very High,Low,0,No,96,Associate Degree,Divorced,4.0,Entry,Medium,No,Yes,No,Good,High,Stayed
15059,21,Male,2,Media,6383.0,Good,High,High,0,Yes,90,Associate Degree,Married,4.0,Entry,Large,No,No,No,Excellent,Low,Stayed
21425,39,Female,30,Healthcare,7521.0,Poor,High,Below Average,3,No,70,Bachelor’s Degree,Single,1.0,Mid,Large,No,Yes,No,Fair,Low,Left
56335,30,Male,19,Media,5014.0,Good,High,Average,0,Yes,38,Master’s Degree,Married,0.0,Senior,Medium,No,No,No,Good,High,Stayed
67379,20,Male,5,Healthcare,9797.0,Excellent,High,Average,2,No,83,Associate Degree,Single,3.0,Mid,Small,Yes,No,No,Poor,Medium,Stayed
10983,45,Female,33,Healthcare,7993.0,Good,High,Average,2,No,98,Bachelor’s Degree,Divorced,1.0,Entry,Medium,No,No,No,Good,Medium,Stayed
38994,41,Male,31,Technology,11062.0,Good,High,High,0,No,88,Associate Degree,Married,3.0,Entry,Small,No,No,No,Good,Medium,Left
57585,43,Male,2,Healthcare,7510.0,Fair,Very High,Average,2,No,43,Associate Degree,Married,3.0,Entry,Small,Yes,No,No,Good,High,Stayed
35383,27,Male,13,Healthcare,7629.0,Good,High,Average,0,No,71,Associate Degree,Single,2.0,Senior,Large,No,No,No,Poor,High,Stayed
39049,24,Male,13,Media,6050.0,Good,High,Average,2,No,77,Master’s Degree,Married,1.0,Senior,Medium,No,No,Yes,Good,Medium,Stayed
64527,24,Male,12,Technology,8065.0,Good,High,Average,1,Yes,52,High School,Married,1.0,Mid,Large,Yes,No,No,Fair,High,Stayed
49888,39,Female,5,Healthcare,6232.0,Good,High,Average,1,No,73,Bachelor’s Degree,Married,4.0,Mid,Large,No,No,No,Good,High,Stayed
65964,39,Male,15,Education,4199.0,Fair,High,Below Average,1,No,75,Associate Degree,Married,1.0,Mid,Small,No,No,No,Excellent,High,Stayed
12737,53,Female,22,Education,4876.0,Good,High,Below Average,1,Yes,80,Master’s Degree,Married,1.0,Entry,Medium,No,No,No,Excellent,High,Left
39129,49,Male,36,Media,5903.0,Good,High,Average,0,No,80,Bachelor’s Degree,Married,4.0,Entry,Medium,No,No,No,Poor,Low,Stayed
7870,35,Female,19,Technology,9775.0,Excellent,Medium,Average,1,Yes,36,High School,Single,5.0,Senior,Medium,No,No,No,Good,High,Stayed
20646,59,Male,35,Education,5826.0,Excellent,Medium,Average,1,No,96,High School,Single,2.0,Senior,Small,No,No,No,Fair,Medium,Stayed
66113,50,Female,2,Education,4422.0,Excellent,High,High,0,Yes,57,Bachelor’s Degree,Single,3.0,Mid,Small,Yes,No,No,Good,Low,Left
24268,34,Male,20,Healthcare,7577.0,Poor,Medium,Average,2,Yes,46,Bachelor’s Degree,Divorced,3.0,Mid,Medium,No,No,No,Good,Medium,Left
3229,28,Female,12,Healthcare,6262.0,Good,High,Average,0,No,15,High School,Divorced,1.0,Mid,Medium,No,No,No,Good,Very High,Left
26215,32,Male,8,Education,5775.0,Good,Very High,Average,2,Yes,87,Bachelor’s Degree,Single,1.0,Senior,Large,No,No,No,Good,Low,Left
