founder_id,founder_age,founder_gender,years_with_startup,founder_role,monthly_revenue_generated,work_life_balance_rating,venture_satisfaction,startup_performance_rating,funding_rounds_led,working_overtime,distance_from_investor_hub,education_background,personal_status,num_dependents,startup_stage,team_size_category,years_since_founding,remote_operations,leadership_scope,innovation_support,startup_reputation,founder_visibility,retention_status
39583,48,Male,35,Healthcare,9826.0,Good,High,Below Average,0,No,35,Master’s Degree,Married,0.0,Senior,Large,42.0,No,No,No,Good,Low,Stayed
27728,35,Male,2,Healthcare,8398.0,Good,High,Average,2,No,6,Associate Degree,Married,0.0,Entry,Medium,13.0,Yes,No,No,Poor,Medium,Stayed
6726,42,Female,34,Technology,10649.0,Excellent,Medium,Average,2,Yes,10,High School,Married,2.0,Entry,Medium,37.0,No,No,No,Good,Medium,Left
52677,24,Female,14,Healthcare,8340.0,Excellent,Low,Below Average,3,No,27,Bachelor’s Degree,Married,0.0,Entry,Medium,22.0,No,No,No,Good,Low,Stayed
47076,48,Male,28,Healthcare,7515.0,Good,High,Average,2,No,42,High School,Married,0.0,Mid,Large,37.0,Yes,No,No,Good,High,Stayed
23692,36,Female,1,Education,3755.0,Fair,High,Below Average,0,Yes,32,Master’s Degree,Single,0.0,Entry,Medium,29.0,No,No,No,Good,Low,Left
1546,35,Female,11,Technology,10392.0,Poor,High,Average,1,Yes,43,Master’s Degree,Married,0.0,Senior,Large,30.0,No,No,Yes,Good,Very High,Stayed
10741,41,Female,12,Media,5499.0,Fair,High,Below Average,0,No,34,Bachelor’s Degree,Married,4.0,Entry,Medium,40.0,No,No,No,Fair,High,Stayed
27392,53,Male,30,Technology,5991.0,Good,High,Below Average,2,No,24,Bachelor’s Degree,Married,1.0,Senior,Medium,27.0,No,No,No,Fair,Low,Stayed
15516,42,Female,13,Technology,6683.0,Good,High,Average,0,Yes,21,Master’s Degree,Single,1.0,Entry,Medium,27.0,No,No,No,Good,Medium,Left
39366,26,Male,18,Education,3845.0,Poor,High,Low,2,No,32,Bachelor’s Degree,Married,1.0,Entry,Small,24.0,No,No,Yes,Fair,Medium,Left
45874,55,Female,4,Education,3277.0,Excellent,High,Average,0,No,69,Associate Degree,Married,4.0,Entry,Large,37.0,Yes,No,No,Excellent,Low,Stayed
73199,33,Male,5,Finance,9188.0,Good,High,Average,2,No,69,Master’s Degree,Single,3.0,Entry,Small,30.0,No,No,No,Excellent,Very High,Stayed
51232,36,Female,8,Technology,8417.0,Good,Medium,Average,2,Yes,23,Bachelor’s Degree,Married,2.0,Mid,Medium,19.0,No,No,No,Good,Medium,Left
12098,52,Male,39,Education,4412.0,Excellent,Very High,Average,2,No,27,Associate Degree,Married,0.0,Senior,Medium,43.0,Yes,No,Yes,Good,Medium,Stayed
51722,32,Male,1,Education,4909.0,Good,High,Average,0,No,52,PhD,Married,1.0,Entry,Medium,27.0,No,No,No,Good,Low,Stayed
62621,24,Female,14,Technology,9585.0,Good,High,Average,0,Yes,56,Master’s Degree,Married,1.0,Entry,Medium,27.0,No,No,No,Good,Low,Left
4127,28,Female,4,Healthcare,8941.0,Fair,Very High,Average,0,No,41,Master’s Degree,Single,0.0,Mid,Small,21.0,Yes,No,No,Poor,Medium,Left
64064,40,Female,6,Healthcare,8846.0,Fair,Medium,High,0,Yes,22,Bachelor’s Degree,Married,3.0,Mid,Large,36.0,Yes,No,No,Good,High,Stayed
27383,49,Male,28,Technology,7671.0,Poor,Medium,High,0,No,87,Associate Degree,Divorced,0.0,Mid,Medium,47.0,Yes,No,No,Good,Medium,Stayed
15800,49,Female,33,Technology,9635.0,Good,High,High,1,No,26,Bachelor’s Degree,Single,0.0,Entry,Small,36.0,No,No,No,Excellent,High,Left
46350,28,Female,7,Healthcare,7365.0,Good,High,Average,1,No,11,Bachelor’s Degree,Single,0.0,Mid,Small,12.0,Yes,No,No,Good,Low,Stayed
55186,57,Male,13,Healthcare,7371.0,Good,High,High,3,Yes,40,Associate Degree,Single,1.0,Senior,Medium,27.0,No,No,Yes,Good,Low,Stayed
57362,25,Male,13,Healthcare,7371.0,Good,High,Below Average,0,Yes,42,Bachelor’s Degree,Single,1.0,Senior,Medium,27.0,No,No,No,Good,Medium,Left
44153,25,Male,13,Finance,8423.0,Good,High,Average,0,Yes,13,High School,Single,1.0,Senior,Large,27.0,No,No,No,Poor,Low,Left
28973,23,Female,14,Healthcare,7371.0,Good,High,Average,1,No,86,Associate Degree,Single,1.0,Entry,Medium,27.0,No,No,No,Good,Low,Left
15752,18,Female,7,Finance,10324.0,Fair,High,Average,1,Yes,96,Bachelor’s Degree,Married,3.0,Entry,Medium,16.0,Yes,No,No,Fair,Low,Left
61462,28,Male,6,Education,5500.0,Good,High,Average,0,No,99,Associate Degree,Married,2.0,Mid,Medium,25.0,No,No,No,Excellent,Medium,Stayed
45948,31,Male,8,Healthcare,10081.0,Excellent,High,Low,2,No,13,High School,Married,1.0,Senior,Small,31.0,No,No,No,Good,Low,Stayed
1897,23,Male,8,Finance,10653.0,Good,Medium,Below Average,2,No,20,Bachelor’s Degree,Married,0.0,Entry,Large,18.0,No,No,Yes,Excellent,High,Stayed
29423,52,Female,23,Education,5063.0,Good,High,High,1,No,95,Bachelor’s Degree,Married,0.0,Entry,Medium,36.0,Yes,No,No,Fair,Low,Left
17703,36,Male,4,Education,2850.0,Good,High,Average,0,No,98,Bachelor’s Degree,Married,1.0,Mid,Small,27.0,No,No,Yes,Good,High,Stayed
30443,54,Male,1,Media,5667.0,Good,Medium,Average,1,Yes,88,Master’s Degree,Married,0.0,Senior,Small,50.0,No,No,No,Good,Very High,Left
23729,37,Male,16,Healthcare,8211.0,Fair,Low,High,3,Yes,73,High School,Married,4.0,Mid,Small,31.0,No,No,No,Good,Low,Stayed
39335,24,Female,11,Finance,6641.0,Good,Medium,Average,2,No,96,Master’s Degree,Single,4.0,Mid,Medium,24.0,Yes,No,No,Fair,High,Stayed
56206,32,Female,22,Media,5595.0,Good,High,Average,0,No,81,Bachelor’s Degree,Single,1.0,Mid,Medium,27.0,No,No,Yes,Excellent,Very High,Left
42284,49,Female,9,Healthcare,9680.0,Excellent,High,High,2,Yes,1,Associate Degree,Divorced,3.0,Entry,Large,15.0,Yes,No,No,Poor,Low,Left
45301,57,Female,3,Technology,8972.0,Excellent,Very High,Low,0,No,18,Master’s Degree,Single,0.0,Senior,Small,42.0,No,No,Yes,Fair,Low,Left
41131,23,Male,9,Education,3931.0,Good,High,Average,0,No,91,Bachelor’s Degree,Married,3.0,Mid,Large,18.0,Yes,No,No,Poor,Low,Stayed
25037,51,Male,27,Finance,8343.0,Good,High,Average,1,Yes,54,High School,Married,1.0,Entry,Medium,27.0,No,No,Yes,Poor,Medium,Left
48993,25,Male,15,Finance,9097.0,Fair,Low,Average,2,Yes,94,Associate Degree,Single,2.0,Senior,Large,22.0,Yes,No,No,Fair,Medium,Stayed
3840,26,Female,14,Healthcare,7406.0,Excellent,High,Low,0,No,83,Master’s Degree,Single,4.0,Entry,Small,25.0,No,No,No,Good,High,Left
27034,42,Male,29,Healthcare,7371.0,Good,High,High,2,Yes,51,Associate Degree,Divorced,1.0,Entry,Medium,27.0,Yes,No,No,Good,High,Left
63577,19,Female,7,Technology,5955.0,Good,High,Average,0,No,97,Bachelor’s Degree,Single,3.0,Mid,Large,9.0,Yes,No,No,Good,Low,Left
70808,19,Male,7,Technology,8401.0,Poor,Very High,Average,0,No,54,Master’s Degree,Married,2.0,Mid,Small,8.0,No,No,No,Good,Low,Left
45248,37,Male,11,Healthcare,7833.0,Fair,Medium,High,0,No,51,Master’s Degree,Married,1.0,Entry,Medium,26.0,No,Yes,No,Poor,Medium,Stayed
62248,51,Male,31,Education,3888.0,Fair,High,Average,0,Yes,75,Bachelor’s Degree,Single,2.0,Entry,Small,50.0,No,No,No,Poor,Low,Left
4269,46,Male,6,Healthcare,7371.0,Good,High,Average,0,Yes,75,Associate Degree,Married,1.0,Entry,Medium,27.0,No,No,No,Fair,Medium,Left
9998,35,Male,20,Education,3217.0,Fair,High,Average,0,Yes,81,Master’s Degree,Married,1.0,Entry,Medium,30.0,No,No,No,Poor,Very High,Stayed
56449,50,Male,3,Education,4230.0,Good,Medium,Average,0,No,46,Bachelor’s Degree,Married,0.0,Senior,Medium,31.0,No,No,No,Good,Low,Stayed
48287,22,Female,8,Healthcare,8380.0,Good,High,Average,0,No,80,Associate Degree,Single,1.0,Mid,Large,27.0,No,No,No,Good,Medium,Left
23019,52,Male,1,Healthcare,7371.0,Good,High,Average,1,No,4,High School,Single,1.0,Mid,Medium,27.0,No,Yes,No,Fair,High,Stayed
6605,59,Male,32,Technology,8616.0,Excellent,Medium,Average,0,No,22,High School,Married,0.0,Entry,Large,42.0,No,No,No,Good,Medium,Stayed
71462,43,Female,15,Technology,10091.0,Good,High,Average,0,No,81,Bachelor’s Degree,Married,0.0,Senior,Small,34.0,No,No,No,Good,Low,Stayed
57129,34,Male,12,Healthcare,8701.0,Fair,High,Below Average,1,No,82,Associate Degree,Married,5.0,Mid,Small,19.0,No,No,No,Poor,High,Stayed
28067,52,Female,44,Healthcare,7747.0,Fair,High,High,0,Yes,61,Bachelor’s Degree,Married,0.0,Senior,Medium,49.0,No,No,Yes,Good,Medium,Stayed
40341,25,Male,5,Healthcare,8589.0,Good,Medium,Average,0,No,46,Associate Degree,Married,2.0,Mid,Medium,10.0,No,No,No,Fair,Medium,Stayed
3269,25,Female,15,Finance,7371.0,Good,High,Average,0,No,43,Associate Degree,Married,1.0,Entry,Medium,27.0,No,Yes,Yes,Poor,Medium,Left
27890,28,Female,2,Finance,8983.0,Excellent,High,High,1,Yes,74,High School,Married,3.0,Entry,Medium,3.0,No,No,Yes,Excellent,Low,Stayed
1027,50,Female,1,Education,7371.0,Good,High,Average,0,No,35,Master’s Degree,Single,1.0,Entry,Medium,27.0,No,No,No,Good,Medium,Left
18963,22,Male,11,Education,7371.0,Good,High,Average,0,No,50,Bachelor’s Degree,Single,1.0,Mid,Medium,27.0,No,Yes,No,Poor,Low,Stayed
48435,28,Female,3,Media,7044.0,Good,Low,Below Average,0,No,67,Master’s Degree,Married,1.0,Entry,Medium,9.0,No,No,No,Good,Medium,Left
35434,35,Female,3,Technology,7371.0,Good,High,Average,2,Yes,30,Bachelor’s Degree,Single,1.0,Mid,Medium,27.0,Yes,No,Yes,Good,Medium,Stayed
36923,38,Male,20,Healthcare,8046.0,Fair,High,Below Average,1,Yes,82,Bachelor’s Degree,Married,2.0,Mid,Medium,28.0,No,No,Yes,Poor,High,Left
38509,48,Male,8,Healthcare,7371.0,Good,High,Below Average,1,No,30,Bachelor’s Degree,Married,1.0,Entry,Medium,27.0,Yes,No,No,Good,Medium,Stayed
69736,35,Male,8,Finance,9695.0,Good,High,Below Average,0,No,57,Master’s Degree,Married,2.0,Mid,Large,21.0,No,No,No,Poor,High,Left
41982,48,Male,9,Education,4988.0,Excellent,Low,High,0,No,89,Associate Degree,Single,0.0,Senior,Medium,44.0,Yes,No,No,Good,Low,Stayed
37486,40,Female,25,Technology,9574.0,Excellent,Very High,Average,0,Yes,2,Bachelor’s Degree,Married,0.0,Senior,Medium,33.0,Yes,No,Yes,Good,Medium,Stayed
22330,36,Male,2,Media,6176.0,Good,Medium,Below Average,0,No,7,Associate Degree,Single,3.0,Entry,Medium,20.0,No,No,No,Fair,High,Left
49492,49,Female,17,Media,6366.0,Fair,High,Average,0,No,47,Associate Degree,Single,1.0,Entry,Medium,38.0,Yes,No,No,Good,Medium,Left
68519,42,Female,15,Finance,7559.0,Good,Very High,Average,0,No,39,Bachelor’s Degree,Single,1.0,Senior,Medium,17.0,Yes,No,No,Poor,Low,Stayed
59284,38,Female,4,Technology,13833.0,Fair,High,Average,0,Yes,34,Master’s Degree,Married,0.0,Mid,Medium,9.0,No,No,No,Good,High,Stayed
52412,40,Female,19,Media,7371.0,Good,High,Average,0,No,16,Bachelor’s Degree,Single,1.0,Mid,Medium,27.0,Yes,Yes,No,Fair,High,Left
27520,31,Male,9,Finance,10983.0,Fair,High,High,0,No,97,Bachelor’s Degree,Married,1.0,Entry,Medium,20.0,Yes,No,No,Fair,High,Stayed
50085,52,Male,10,Healthcare,10561.0,Good,High,Average,2,No,6,Bachelor’s Degree,Married,0.0,Mid,Small,34.0,Yes,No,No,Good,High,Stayed
43604,44,Female,9,Finance,8052.0,Good,High,Average,0,No,95,High School,Single,1.0,Entry,Medium,27.0,No,No,No,Good,High,Left
16442,43,Female,14,Education,5076.0,Poor,Low,Average,0,Yes,52,Master’s Degree,Divorced,2.0,Senior,Medium,21.0,No,No,No,Poor,Medium,Stayed
61894,33,Male,5,Technology,10468.0,Good,High,Average,0,Yes,80,Master’s Degree,Single,1.0,Entry,Medium,13.0,No,No,No,Poor,Medium,Left
15509,43,Female,7,Healthcare,8323.0,Good,High,Average,1,No,21,Bachelor’s Degree,Divorced,0.0,Mid,Small,17.0,Yes,No,No,Fair,High,Stayed
28766,43,Female,12,Finance,7291.0,Poor,Medium,Average,1,Yes,87,Bachelor’s Degree,Divorced,2.0,Entry,Medium,14.0,No,No,No,Fair,High,Left
49488,52,Male,22,Technology,10580.0,Excellent,High,Average,2,No,94,Bachelor’s Degree,Divorced,3.0,Mid,Large,45.0,No,No,No,Good,Low,Stayed
51224,59,Female,35,Finance,7371.0,Good,High,Average,1,Yes,99,Bachelor’s Degree,Divorced,1.0,Senior,Medium,27.0,Yes,No,No,Excellent,Low,Stayed
7795,47,Female,11,Media,7371.0,Good,High,Below Average,0,No,96,High School,Married,1.0,Mid,Medium,27.0,No,No,No,Good,Low,Left
39118,59,Female,4,Finance,6181.0,Good,High,Average,1,Yes,95,High School,Married,0.0,Entry,Large,12.0,No,No,No,Fair,High,Stayed
58914,56,Male,21,Healthcare,6952.0,Good,High,Low,2,No,20,Associate Degree,Married,0.0,Senior,Large,39.0,Yes,No,No,Good,High,Stayed
27864,24,Female,11,Media,5835.0,Poor,High,Average,0,No,49,Associate Degree,Single,1.0,Entry,Small,18.0,No,No,No,Good,Low,Left
14757,25,Female,8,Finance,9105.0,Fair,High,Average,2,Yes,87,Bachelor’s Degree,Divorced,0.0,Entry,Medium,15.0,Yes,No,No,Poor,High,Left
984,50,Female,6,Healthcare,8475.0,Fair,Very High,Average,3,No,4,Master’s Degree,Married,0.0,Entry,Large,25.0,No,No,No,Good,Low,Left
1388,41,Male,16,Healthcare,6574.0,Good,High,Average,0,No,1,Bachelor’s Degree,Married,2.0,Mid,Small,38.0,No,No,No,Good,Medium,Stayed
36004,48,Male,16,Technology,9981.0,Poor,High,Below Average,1,No,43,High School,Single,1.0,Entry,Medium,18.0,No,No,No,Excellent,Low,Left
23163,59,Female,43,Healthcare,8342.0,Fair,Very High,High,0,No,69,Associate Degree,Married,2.0,Mid,Medium,54.0,No,No,No,Fair,Medium,Stayed
43977,48,Male,17,Finance,8106.0,Poor,Very High,Average,1,No,1,Associate Degree,Married,4.0,Senior,Small,39.0,Yes,No,Yes,Fair,Medium,Stayed
48205,56,Male,19,Healthcare,7303.0,Good,High,Average,2,Yes,47,High School,Divorced,3.0,Entry,Medium,31.0,No,No,No,Poor,Low,Stayed
51083,53,Male,14,Media,6564.0,Good,High,Average,4,Yes,55,Associate Degree,Married,0.0,Entry,Medium,15.0,No,No,Yes,Good,High,Stayed
30129,35,Female,7,Education,5053.0,Good,Medium,Low,1,Yes,92,Master’s Degree,Married,0.0,Mid,Small,11.0,No,No,No,Good,High,Left
70812,44,Male,6,Education,5162.0,Fair,Medium,High,0,No,95,Bachelor’s Degree,Single,1.0,Mid,Medium,34.0,No,No,No,Excellent,Medium,Left
24548,44,Female,34,Media,5427.0,Good,High,Low,0,No,5,Bachelor’s Degree,Divorced,1.0,Senior,Medium,27.0,No,No,No,Good,Medium,Left
39349,48,Male,10,Media,6719.0,Good,High,Below Average,0,Yes,83,High School,Single,0.0,Entry,Medium,44.0,Yes,No,No,Good,Low,Left
29468,59,Male,42,Education,6381.0,Fair,Low,Below Average,2,Yes,47,Associate Degree,Married,3.0,Entry,Small,51.0,No,No,Yes,Poor,Low,Stayed
1795,45,Male,7,Technology,9867.0,Poor,High,Below Average,0,Yes,97,Bachelor’s Degree,Single,4.0,Mid,Small,32.0,No,No,Yes,Good,High,Left
12674,21,Female,1,Healthcare,7743.0,Good,High,High,0,No,18,Master’s Degree,Married,1.0,Entry,Medium,27.0,No,No,No,Poor,Low,Stayed
65296,40,Male,21,Finance,9353.0,Fair,High,Average,1,Yes,64,Bachelor’s Degree,Married,1.0,Senior,Medium,33.0,Yes,No,No,Fair,Medium,Stayed
25472,32,Female,3,Finance,9644.0,Fair,High,Average,0,No,90,Bachelor’s Degree,Single,1.0,Mid,Small,20.0,No,No,No,Good,Medium,Left
68302,36,Male,2,Education,4764.0,Fair,High,Average,1,Yes,44,Master’s Degree,Single,1.0,Mid,Medium,12.0,No,No,No,Good,Medium,Stayed
8868,54,Male,35,Education,3661.0,Fair,High,High,2,Yes,52,High School,Single,1.0,Mid,Large,39.0,No,No,No,Good,Low,Stayed
14135,57,Male,12,Healthcare,9167.0,Poor,Very High,Average,1,Yes,18,High School,Married,3.0,Mid,Large,45.0,No,No,No,Poor,High,Stayed
9342,33,Male,11,Technology,8184.0,Good,Low,Average,2,No,94,Associate Degree,Single,1.0,Mid,Small,32.0,No,No,Yes,Good,Low,Stayed
11977,59,Male,5,Finance,8914.0,Good,Low,Average,0,No,83,Master’s Degree,Married,0.0,Entry,Medium,31.0,No,No,No,Fair,Low,Stayed
43805,49,Female,12,Healthcare,7461.0,Good,High,Below Average,0,No,5,Associate Degree,Single,3.0,Senior,Small,29.0,No,No,No,Good,Low,Stayed
12247,25,Male,6,Healthcare,6827.0,Good,Very High,Average,0,Yes,57,Associate Degree,Married,0.0,Entry,Small,11.0,No,No,No,Good,Medium,Left
32888,50,Female,24,Technology,8178.0,Fair,High,Average,1,No,8,Bachelor’s Degree,Single,0.0,Mid,Medium,49.0,No,No,No,Good,Low,Left
13199,32,Female,11,Technology,8030.0,Good,High,Average,0,Yes,88,Bachelor’s Degree,Married,1.0,Mid,Medium,27.0,No,No,No,Poor,Medium,Left
35705,52,Female,15,Technology,9385.0,Good,Low,Average,0,Yes,37,Associate Degree,Married,2.0,Mid,Small,32.0,No,No,No,Good,High,Left
57683,53,Male,10,Technology,10029.0,Excellent,High,Average,1,Yes,36,Bachelor’s Degree,Married,2.0,Mid,Medium,14.0,No,No,Yes,Poor,High,Stayed
57596,22,Male,3,Healthcare,6818.0,Poor,High,Average,0,No,71,Bachelor’s Degree,Divorced,4.0,Entry,Medium,9.0,No,No,No,Fair,Medium,Left
22149,46,Female,4,Technology,7529.0,Fair,Very High,Average,0,No,92,Associate Degree,Single,3.0,Mid,Large,10.0,No,No,No,Good,Low,Left
51561,32,Male,2,Technology,7301.0,Fair,Medium,Average,0,No,25,Associate Degree,Married,0.0,Entry,Small,30.0,Yes,No,No,Good,Low,Stayed
33474,56,Female,27,Education,4990.0,Poor,High,Average,0,No,21,High School,Married,4.0,Entry,Small,35.0,No,No,No,Good,Medium,Stayed
5706,41,Male,6,Healthcare,8933.0,Good,High,Average,2,No,55,Bachelor’s Degree,Divorced,2.0,Mid,Large,27.0,Yes,No,No,Fair,Low,Stayed
35754,33,Female,5,Finance,8495.0,Fair,High,Average,0,No,45,Master’s Degree,Married,1.0,Entry,Medium,26.0,No,No,No,Fair,Very High,Left
25872,45,Female,24,Technology,12548.0,Excellent,Medium,Average,0,No,15,High School,Married,4.0,Entry,Small,31.0,No,No,No,Good,High,Stayed
43574,36,Female,11,Finance,9091.0,Good,High,High,1,No,17,Associate Degree,Married,3.0,Mid,Large,20.0,No,No,Yes,Good,Low,Stayed
21168,58,Female,18,Education,7371.0,Good,High,Average,0,No,11,High School,Married,1.0,Mid,Medium,27.0,Yes,No,No,Good,Low,Left
9505,18,Female,5,Healthcare,8617.0,Good,High,Average,1,No,98,Master’s Degree,Single,1.0,Mid,Medium,27.0,No,No,No,Fair,Medium,Left
34044,46,Male,8,Technology,7367.0,Poor,High,Below Average,3,No,7,High School,Divorced,0.0,Senior,Large,11.0,No,No,No,Poor,Low,Stayed
2185,55,Male,40,Education,4520.0,Good,High,High,4,No,96,Associate Degree,Single,1.0,Entry,Medium,50.0,No,No,Yes,Good,Low,Left
15764,57,Male,37,Media,6205.0,Excellent,Low,Average,1,Yes,8,PhD,Married,1.0,Entry,Medium,50.0,No,No,No,Poor,Low,Stayed
2216,48,Female,4,Finance,6176.0,Poor,Medium,High,0,No,53,Master’s Degree,Single,2.0,Entry,Medium,8.0,No,No,No,Good,High,Left
28009,31,Male,12,Technology,9841.0,Good,Very High,Average,0,Yes,15,Bachelor’s Degree,Single,0.0,Entry,Medium,13.0,Yes,No,No,Good,Medium,Left
69624,38,Male,28,Technology,9674.0,Good,High,High,0,No,77,High School,Married,1.0,Mid,Medium,33.0,Yes,No,No,Fair,High,Stayed
46646,34,Female,9,Technology,8750.0,Good,Medium,High,4,Yes,36,Bachelor’s Degree,Married,3.0,Entry,Medium,17.0,No,No,No,Good,Medium,Stayed
67777,30,Male,5,Healthcare,8480.0,Good,High,Average,1,Yes,6,Bachelor’s Degree,Married,5.0,Senior,Medium,29.0,No,No,No,Good,Low,Stayed
12134,31,Male,21,Education,2965.0,Poor,High,Average,0,No,16,Bachelor’s Degree,Married,0.0,Entry,Medium,23.0,No,No,No,Poor,High,Stayed
8638,44,Male,36,Media,5986.0,Fair,High,High,1,No,53,Master’s Degree,Married,1.0,Senior,Medium,37.0,No,No,No,Poor,Low,Left
30369,29,Male,5,Education,4374.0,Good,Very High,Average,1,No,60,Bachelor’s Degree,Single,1.0,Mid,Medium,26.0,No,No,No,Good,High,Left
55858,45,Male,7,Finance,7371.0,Good,High,Average,0,No,40,Associate Degree,Divorced,1.0,Mid,Medium,27.0,No,No,Yes,Excellent,Low,Stayed
72456,55,Male,33,Healthcare,9462.0,Excellent,Medium,Average,1,No,15,Bachelor’s Degree,Married,4.0,Entry,Small,34.0,No,No,No,Good,Low,Stayed
39032,54,Male,34,Technology,7761.0,Good,Very High,Average,1,Yes,44,Master’s Degree,Single,1.0,Senior,Large,43.0,No,No,No,Good,Low,Stayed
67567,41,Male,6,Healthcare,9705.0,Fair,Medium,High,0,No,16,Bachelor’s Degree,Married,0.0,Entry,Medium,30.0,No,No,No,Good,Low,Left
74215,49,Male,39,Media,6542.0,Good,High,High,2,Yes,65,Associate Degree,Divorced,1.0,Mid,Medium,27.0,No,No,No,Poor,High,Left
55264,31,Female,5,Technology,9872.0,Fair,Medium,High,0,Yes,9,Bachelor’s Degree,Married,0.0,Entry,Large,19.0,No,No,No,Fair,Medium,Left
8919,48,Female,8,Healthcare,10008.0,Good,High,Low,1,No,90,Master’s Degree,Married,1.0,Senior,Large,43.0,No,No,No,Poor,Medium,Stayed
52367,52,Male,34,Healthcare,6612.0,Good,High,Below Average,2,No,28,High School,Married,0.0,Senior,Small,50.0,No,No,Yes,Fair,Low,Stayed
71393,57,Female,33,Technology,7371.0,Good,High,Average,1,Yes,1,Associate Degree,Single,1.0,Mid,Medium,27.0,No,No,No,Good,Low,Stayed
58344,28,Male,17,Finance,10543.0,Good,Very High,Average,0,No,42,Bachelor’s Degree,Single,3.0,Entry,Small,28.0,No,No,Yes,Fair,Low,Left
58599,52,Female,5,Finance,8598.0,Good,High,Average,0,Yes,94,High School,Single,1.0,Mid,Medium,27.0,No,No,No,Excellent,High,Left
4171,59,Male,18,Education,4814.0,Poor,Medium,Average,0,Yes,94,Bachelor’s Degree,Divorced,5.0,Senior,Small,19.0,No,No,No,Excellent,Low,Stayed
13641,41,Male,20,Technology,9587.0,Poor,High,High,2,Yes,95,High School,Married,1.0,Mid,Medium,27.0,Yes,No,No,Fair,High,Stayed
15969,56,Male,42,Healthcare,8095.0,Good,High,Low,0,No,32,Master’s Degree,Single,0.0,Entry,Small,49.0,No,No,Yes,Good,Medium,Left
51879,41,Female,6,Finance,10398.0,Excellent,Low,Below Average,0,No,19,Bachelor’s Degree,Married,0.0,Entry,Medium,35.0,No,No,Yes,Excellent,Very High,Left
52906,48,Female,37,Technology,8358.0,Good,High,High,2,Yes,78,Bachelor’s Degree,Married,1.0,Senior,Medium,27.0,No,No,Yes,Good,High,Stayed
68955,42,Female,8,Technology,12237.0,Excellent,Medium,Average,0,No,46,Master’s Degree,Married,1.0,Entry,Small,13.0,No,No,No,Fair,Low,Stayed
53585,54,Female,34,Technology,9145.0,Fair,High,Below Average,1,No,4,High School,Married,1.0,Entry,Medium,43.0,Yes,No,No,Good,High,Stayed
67548,42,Female,1,Finance,6135.0,Fair,High,Average,0,No,19,High School,Married,1.0,Entry,Small,39.0,No,No,Yes,Good,Medium,Left
68385,51,Male,27,Healthcare,9441.0,Poor,Low,Below Average,0,No,67,Associate Degree,Married,0.0,Mid,Medium,41.0,No,No,Yes,Excellent,Low,Stayed
70630,50,Female,9,Media,6211.0,Good,Medium,Low,3,No,20,Associate Degree,Divorced,0.0,Mid,Medium,28.0,Yes,No,No,Fair,High,Stayed
19209,59,Female,29,Finance,7220.0,Good,Very High,Average,1,Yes,88,Associate Degree,Married,2.0,Senior,Small,44.0,No,No,No,Good,Low,Stayed
36349,21,Female,3,Finance,5494.0,Fair,Very High,Average,0,No,75,Bachelor’s Degree,Married,1.0,Entry,Medium,21.0,No,No,Yes,Good,High,Left
57108,30,Female,10,Healthcare,8662.0,Excellent,Medium,Average,1,No,96,Bachelor’s Degree,Single,1.0,Senior,Small,24.0,No,No,Yes,Fair,High,Stayed
43100,39,Male,23,Education,4586.0,Poor,Low,Average,0,No,31,High School,Divorced,5.0,Entry,Medium,26.0,Yes,No,No,Good,Medium,Stayed
50952,52,Male,6,Education,4519.0,Good,High,Average,2,No,64,High School,Divorced,2.0,Entry,Medium,37.0,No,No,No,Fair,Medium,Left
123,56,Female,3,Technology,9615.0,Good,Medium,Average,0,No,15,Bachelor’s Degree,Married,4.0,Entry,Medium,38.0,No,No,No,Good,Low,Stayed
25206,50,Male,9,Technology,9436.0,Excellent,Very High,High,2,No,37,Master’s Degree,Married,0.0,Senior,Medium,42.0,No,No,No,Good,High,Stayed
42640,46,Female,28,Finance,10145.0,Fair,Very High,Average,2,No,80,Bachelor’s Degree,Married,1.0,Entry,Medium,43.0,No,No,No,Fair,High,Left
7764,40,Male,7,Education,3347.0,Poor,High,Below Average,0,No,29,Bachelor’s Degree,Single,4.0,Senior,Large,16.0,Yes,No,Yes,Good,Low,Stayed
43853,40,Male,17,Healthcare,7132.0,Fair,Very High,Average,0,No,80,High School,Single,1.0,Senior,Medium,26.0,No,No,No,Fair,High,Stayed
8423,20,Male,10,Finance,7371.0,Good,High,Average,0,No,7,High School,Married,1.0,Entry,Medium,27.0,No,Yes,No,Poor,Low,Stayed
66847,19,Male,6,Media,6392.0,Poor,High,Average,0,No,61,Bachelor’s Degree,Single,2.0,Senior,Small,12.0,No,No,No,Good,Medium,Left
26604,35,Male,23,Technology,10694.0,Good,High,Average,2,No,20,Master’s Degree,Single,1.0,Mid,Large,27.0,No,No,No,Good,Low,Left
4439,52,Female,34,Finance,6496.0,Good,Medium,Average,1,No,25,PhD,Married,3.0,Entry,Medium,37.0,No,No,Yes,Good,Very High,Stayed
61271,33,Female,5,Media,5920.0,Fair,Very High,Average,1,No,72,High School,Married,3.0,Entry,Medium,15.0,No,No,No,Good,Low,Left
16859,50,Female,20,Finance,8536.0,Good,High,Average,1,No,38,Master’s Degree,Single,2.0,Entry,Small,23.0,No,No,No,Good,Low,Left
31931,55,Male,15,Finance,8483.0,Fair,High,Below Average,0,No,63,Master’s Degree,Married,0.0,Senior,Large,30.0,Yes,No,Yes,Good,High,Stayed
